Player Name,Rounds,Fairway Percentage,Year,Avg Distance,gir,Average Putts,Average Scrambling,Average Score,Points,Wins,Top 10,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Money
Jim Furyk,52.0,69.09,2016,280.8,68.27,29.71,57.24,70.13,591,,3.0,0.067,0.53,-0.23399999999999999,0.465,0.23199999999999998,"$1,538,204"
Russell Knox,92.0,68.51,2016,285.8,69.73,29.52,61.86,70.319,"2,001",2.0,4.0,-0.054000000000000006,0.506,0.13,0.35700000000000004,0.073,"$4,885,906"
John Huh,86.0,68.3,2016,284.7,66.21,29.07,62.09,71.104,526,,3.0,-0.209,-0.05,0.015,0.07,0.073,"$1,007,219"
Chez Reavie,90.0,68.22,2016,287.3,68.09,29.05,62.75,70.661,630,,2.0,-0.262,0.5,0.262,0.5670000000000001,-0.068,"$1,086,964"
David Toms,62.0,67.98,2016,269.7,65.5,29.21,61.04,70.872,455,,1.0,0.132,0.38,-0.39,0.36,0.278,"$774,522"
Spencer Levin,104.0,67.79,2016,281.3,66.33,29.0,59.41,70.92699999999999,644,,2.0,0.008,0.23800000000000002,0.043,0.003,0.183,"$1,179,882"
Graeme McDowell,63.0,67.7,2016,281.4,64.44,29.22,58.85,70.899,"1,142",1.0,5.0,-0.20800000000000002,-0.17800000000000002,-0.129,0.161,-0.003,"$2,596,170"
Jason Bohn,67.0,67.56,2016,276.3,66.33,28.79,56.16,71.126,667,,3.0,0.032,-0.22,-0.259,0.272,-0.265,"$1,369,705"
David Lingmerth,84.0,67.36,2016,284.8,63.99,28.75,59.57,71.05,859,,2.0,0.055,0.261,0.193,0.11599999999999999,-0.10300000000000001,"$1,863,783"
Boo Weekley,83.0,66.98,2016,291.5,67.87,29.42,58.33,71.0,532,,2.0,-0.225,0.08199999999999999,0.5710000000000001,-0.09,-0.174,"$991,660"
Emiliano Grillo,93.0,66.93,2016,294.3,68.52,29.67,55.1,70.637,"1,109",1.0,1.0,-0.055999999999999994,0.479,0.446,0.255,-0.16699999999999998,"$3,371,705"
Ryan Moore,86.0,66.52,2016,283.2,65.78,28.58,60.12,70.317,"1,235",1.0,6.0,0.35100000000000003,0.895,-0.11199999999999999,0.418,0.237,"$3,701,034"
Mark Wilson,66.0,66.2,2016,274.7,64.96,29.48,60.36,71.436,225,,,-0.155,-0.5539999999999999,-0.501,-0.061,0.163,"$306,866"
K.J. Choi,73.0,66.18,2016,275.3,65.37,28.84,61.54,71.093,705,,2.0,0.35200000000000004,0.17800000000000002,-0.511,0.166,0.171,"$1,328,448"
David Hearn,95.0,65.94,2016,281.2,68.25,29.08,61.14,70.87,599,,1.0,0.214,0.525,-0.303,0.532,0.081,"$1,211,514"
Alex Cejka,71.0,65.89,2016,281.5,67.99,28.55,65.03,70.675,754,,4.0,0.011000000000000001,0.642,-0.292,0.626,0.297,"$1,566,308"
Dicky Pride,55.0,65.86,2016,278.9,60.9,28.74,59.79,72.102,84,,,0.14400000000000002,-0.83,-0.212,-0.856,0.094,"$101,456"
Matt Kuchar,100.0,65.67,2016,285.8,67.82,29.02,61.51,69.844,"1,349",,9.0,0.381,1.314,0.364,0.326,0.242,"$3,819,678"
Jim Herman,93.0,65.59,2016,291.1,65.65,29.43,58.96,71.206,923,1.0,2.0,-0.278,-0.18,0.466,-0.239,-0.129,"$2,091,274"
Andrew Landry,53.0,65.55,2016,294.7,64.63,28.96,61.86,71.143,217,,1.0,0.654,-0.04,0.594,-0.892,-0.396,"$373,980"
Abraham Ancer,51.0,65.42,2016,276.4,61.81,29.06,56.67,72.137,147,,,-0.42100000000000004,-0.727,-0.024,-0.34,0.057,"$162,811"
Billy Hurley III,66.0,65.36,2016,277.7,62.71,28.36,61.63,70.846,710,1.0,1.0,0.433,0.348,-0.20600000000000002,0.226,-0.10400000000000001,"$1,770,400"
Kevin Na,96.0,65.3,2016,279.6,66.73,28.84,58.53,70.298,"1,529",,8.0,0.07400000000000001,0.627,-0.322,0.7879999999999999,0.087,"$3,441,291"
Kyle Reifers,115.0,65.29,2016,287.3,67.62,29.34,55.95,70.965,821,,5.0,0.102,0.14800000000000002,0.11199999999999999,0.061,-0.127,"$1,539,578"
William McGirt,98.0,65.28,2016,287.6,67.35,29.08,60.76,70.393,"1,360",1.0,7.0,0.36,0.958,0.37,0.256,-0.028999999999999998,"$3,614,972"
Zach Johnson,90.0,65.23,2016,280.1,64.53,28.49,62.11,70.36399999999999,833,,5.0,0.395,0.609,-0.26899999999999996,0.163,0.321,"$1,718,703"
Kevin Kisner,97.0,64.92,2016,289.0,65.19,28.64,56.88,70.48899999999999,"1,491",1.0,6.0,0.667,0.5479999999999999,0.34700000000000003,-0.136,-0.331,"$3,424,354"
Mark Hubbard,101.0,64.82,2016,280.2,63.52,28.75,59.97,71.362,503,,,0.272,-0.21600000000000003,-0.14300000000000002,-0.18899999999999997,-0.155,"$642,942"
Scott Langley,65.0,64.81,2016,285.7,63.93,29.14,62.35,71.796,266,,,0.045,-0.594,0.105,-0.9990000000000001,0.254,"$380,025"
Paul Casey,77.0,64.67,2016,295.2,70.8,29.69,61.44,69.95,710,,4.0,0.11199999999999999,1.3719999999999999,0.494,0.616,0.15,"$3,885,560"
Keegan Bradley,82.0,64.57,2016,300.0,69.58,30.11,54.57,70.741,545,,2.0,-0.631,0.298,0.305,0.419,0.205,"$899,985"
Kyle Stanley,92.0,64.54,2016,288.1,67.17,29.47,55.13,70.986,497,,,-0.131,0.141,0.076,0.258,-0.062,"$580,734"
Chad Campbell,90.0,64.39,2016,287.9,68.15,29.39,62.21,70.566,633,,3.0,-0.256,0.565,0.145,0.306,0.37,"$1,168,073"
Lucas Glover,75.0,64.37,2016,298.3,71.63,29.8,57.18,70.53399999999999,587,,2.0,-0.192,0.5720000000000001,0.565,0.309,-0.11,"$948,927"
Kevin Streelman,82.0,64.37,2016,289.1,69.17,29.77,52.97,71.054,692,,2.0,-0.38299999999999995,0.064,0.255,0.203,-0.011000000000000001,"$1,601,177"
Jon Curran,99.0,64.35,2016,271.9,63.02,28.28,63.28,71.145,840,,3.0,0.40700000000000003,0.053,-0.659,0.001,0.304,"$1,902,481"
Ken Duke,58.0,64.18,2016,280.2,59.26,28.94,52.53,71.88,309,,2.0,-0.524,-0.7340000000000001,0.04,-0.20199999999999999,-0.048,"$773,025"
Danny Lee,93.0,64.05,2016,286.6,63.95,29.12,57.19,71.118,699,,2.0,-0.207,0.302,0.20600000000000002,0.287,0.017,"$1,405,722"
Rod Pampling,54.0,63.95,2016,287.7,64.0,29.08,61.73,71.607,122,,,-0.475,-0.426,0.222,-0.37200000000000005,0.19899999999999998,"$142,433"
Francesco Molinari,64.0,63.76,2016,286.7,64.93,29.17,60.4,70.436,550,,3.0,-0.29600000000000004,0.562,0.192,0.484,0.183,"$1,083,155"
Scott Brown,88.0,63.65,2016,292.5,65.03,29.22,59.03,71.098,643,,4.0,0.018000000000000002,0.14300000000000002,0.37799999999999995,-0.13,-0.12300000000000001,"$1,143,452"
Jason Gore,78.0,63.63,2016,289.2,66.52,29.23,58.3,71.627,307,,,-0.079,-0.532,0.20199999999999999,-0.036000000000000004,-0.619,"$416,654"
Adam Hadwin,93.0,63.62,2016,290.1,66.07,28.55,58.27,70.719,638,,2.0,0.529,0.526,0.152,-0.061,-0.094,"$1,067,809"
Whee Kim,82.0,63.48,2016,287.6,65.74,29.56,58.0,71.472,444,,2.0,-0.21899999999999997,-0.209,0.252,-0.39,0.14800000000000002,"$682,662"
Brian Harman,104.0,63.41,2016,289.7,64.85,28.64,61.4,70.99600000000001,607,,2.0,0.485,0.26,0.257,-0.622,0.14,"$1,299,801"
Henrik Norlander,71.0,63.39,2016,288.1,68.24,29.48,60.31,71.157,273,,,0.018000000000000002,0.066,0.09300000000000001,0.07200000000000001,-0.11599999999999999,"$290,889"
Steve Stricker,53.0,63.23,2016,278.0,63.0,27.96,66.01,69.99600000000001,583,,3.0,0.62,0.721,-0.44,-0.003,0.544,"$1,418,647"
Ben Crane,80.0,63.18,2016,280.3,63.6,28.61,61.65,70.908,500,,1.0,0.21600000000000003,0.253,-0.149,-0.006,0.192,"$607,892"
Russell Henley,76.0,63.15,2016,295.6,68.27,29.3,61.06,70.558,642,,4.0,0.193,0.56,0.26899999999999996,0.135,-0.038,"$1,228,347"
Scott Pinckney,87.0,63.05,2016,296.8,69.02,29.96,52.53,71.524,258,,,-0.063,-0.325,0.511,-0.396,-0.376,"$332,533"
Si Woo Kim,113.0,62.84,2016,293.5,64.83,28.6,62.32,70.56,"1,382",1.0,4.0,-0.109,0.499,0.336,-0.131,0.40299999999999997,"$3,086,369"
Jason Dufner,105.0,62.83,2016,293.2,70.15,29.59,56.39,70.212,"1,273",1.0,5.0,-0.353,0.488,0.29,0.469,0.081,"$2,879,884"
Bryce Molder,80.0,62.53,2016,280.2,61.32,28.01,65.38,70.90100000000001,652,,5.0,0.5529999999999999,0.54,-0.18100000000000002,-0.331,0.498,"$1,353,385"
Blayne Barber,84.0,62.37,2016,289.6,66.74,29.36,57.62,71.032,520,,1.0,0.01,0.099,0.018000000000000002,0.127,-0.055999999999999994,"$768,585"
Tim Wilkinson,72.0,62.36,2016,279.3,64.71,28.54,63.66,70.704,426,,1.0,0.336,0.561,-0.45899999999999996,0.425,0.26,"$708,623"
Bill Haas,86.0,62.34,2016,289.6,67.14,29.44,63.3,70.444,"1,129",,6.0,-0.174,0.519,0.068,0.272,0.353,"$2,390,199"
Stuart Appleby,71.0,62.24,2016,282.7,61.43,28.14,63.26,70.95,360,,,0.20199999999999999,0.17600000000000002,-0.17300000000000001,-0.1,0.248,"$500,214"
Rory Sabbatini,57.0,62.18,2016,287.6,64.3,29.76,56.48,72.45100000000001,143,,,-0.945,-1.403,0.115,-0.628,0.054000000000000006,"$150,236"
Webb Simpson,70.0,62.17,2016,286.3,67.14,29.36,59.42,70.359,666,,2.0,-0.48200000000000004,0.667,0.146,0.728,0.276,"$1,450,355"
Ben Martin,92.0,62.14,2016,288.8,66.73,29.26,54.84,71.282,741,,2.0,0.14,0.023,0.079,0.081,-0.27699999999999997,"$1,205,730"
Hideki Matsuyama,76.0,62.04,2016,294.5,68.11,28.82,60.86,70.03399999999999,"1,468",1.0,7.0,-0.025,1.29,0.527,0.774,0.015,"$4,193,954"
Chris Kirk,90.0,62.02,2016,285.9,64.05,28.67,62.73,70.92,749,,2.0,-0.006,0.653,0.086,0.369,0.205,"$1,762,335"
Shane Lowry,57.0,61.85,2016,298.7,64.51,29.56,53.91,70.64,615,,2.0,0.06,0.551,0.489,-0.13699999999999998,0.139,"$1,585,436"
Sergio Garcia,54.0,61.76,2016,299.9,70.15,29.75,57.66,69.999,"1,306",1.0,4.0,-0.38799999999999996,0.8009999999999999,0.737,0.48200000000000004,-0.031,"$3,242,156"
Louis Oosthuizen,63.0,61.67,2016,294.0,68.15,29.7,54.21,70.327,769,,2.0,-0.021,0.836,0.387,0.3,0.17,"$2,422,079"
Vaughn Taylor,72.0,61.59,2016,287.0,64.43,28.99,54.66,71.028,726,1.0,1.0,-0.424,0.033,-0.113,0.612,-0.042,"$1,640,750"
Fabián Gómez,82.0,61.44,2016,289.0,63.71,29.06,56.59,71.346,924,1.0,3.0,0.213,-0.037000000000000005,0.009000000000000001,-0.289,0.03,"$2,227,040"
Hudson Swafford,104.0,61.43,2016,306.9,68.8,29.48,54.97,70.875,603,,1.0,0.203,0.302,0.40299999999999997,0.275,-0.578,"$1,027,314"
Geoff Ogilvy,63.0,61.24,2016,291.9,63.65,29.27,56.22,71.464,283,,1.0,-0.43700000000000006,-0.187,-0.081,0.17300000000000001,0.157,"$397,595"
Johnson Wagner,86.0,61.13,2016,289.4,69.38,29.37,57.81,70.781,598,,3.0,0.273,0.368,0.03,0.21899999999999997,-0.154,"$1,083,787"
Rory McIlroy,69.0,61.06,2016,306.8,69.62,29.18,58.7,69.646,973,,6.0,-0.207,1.681,1.23,0.447,0.21100000000000002,"$5,790,585"
George McNeill,51.0,60.99,2016,284.5,64.16,29.43,53.5,71.848,134,,,-0.485,-0.7909999999999999,-0.415,0.278,-0.168,"$213,895"
Wes Roach,59.0,60.99,2016,294.7,63.23,28.93,56.04,71.7,241,,,0.299,-0.316,-0.015,-0.262,-0.33799999999999997,"$342,098"
Brett Stegmaier,87.0,60.93,2016,295.3,66.8,29.52,58.27,70.995,559,,3.0,-0.06,0.048,0.128,0.133,-0.152,"$1,086,714"
Troy Merritt,77.0,60.89,2016,287.2,63.13,28.61,57.93,71.67399999999999,482,,1.0,0.244,-0.364,-0.303,-0.138,-0.166,"$922,707"
D.H. Lee,61.0,60.85,2016,280.4,60.14,28.96,50.61,73.415,104,,,0.042,-1.778,-0.51,-1.317,0.006999999999999999,"$174,683"
Will MacKenzie,84.0,60.81,2016,285.6,66.39,29.58,57.23,71.402,317,,1.0,-0.479,-0.304,0.032,0.07200000000000001,0.07200000000000001,"$416,033"
James Hahn,85.0,60.71,2016,290.9,64.58,29.47,55.72,71.245,878,1.0,2.0,-0.245,-0.244,-0.025,-0.08900000000000001,0.11599999999999999,"$2,367,521"
Billy Horschel,73.0,60.71,2016,293.0,67.7,29.5,54.55,70.548,694,,4.0,0.076,0.81,0.35200000000000004,0.493,-0.11199999999999999,"$1,744,571"
Chris Stroud,82.0,60.7,2016,286.3,66.6,29.19,56.96,71.101,412,,1.0,0.15,0.121,-0.069,0.159,-0.11900000000000001,"$599,176"
Kevin Chappell,93.0,60.68,2016,296.3,66.37,29.04,59.15,70.501,"1,422",,6.0,-0.31,0.77,0.321,0.634,0.126,"$4,501,050"
Padraig Harrington,54.0,60.66,2016,289.6,62.96,28.7,60.0,71.032,393,,1.0,-0.342,-0.067,-0.292,0.159,0.408,"$654,929"
Michael Thompson,71.0,60.57,2016,291.4,66.18,29.29,57.49,71.204,340,,1.0,-0.213,-0.07200000000000001,-0.07,0.154,0.057999999999999996,"$521,983"
Marc Leishman,89.0,60.55,2016,295.0,65.31,28.85,60.34,70.554,765,,2.0,0.252,0.51,0.159,-0.092,0.191,"$1,566,824"
Peter Malnati,85.0,60.54,2016,279.7,62.09,28.34,58.79,71.686,596,1.0,3.0,0.491,-0.652,-0.5379999999999999,-0.532,-0.073,"$1,298,945"
Kelly Kraft,63.0,60.36,2016,289.8,67.42,29.17,56.07,71.333,273,,1.0,0.185,0.039,0.009000000000000001,-0.035,-0.12,"$403,437"
Steve Wheatcroft,85.0,60.32,2016,286.2,61.93,28.67,60.36,71.429,400,,2.0,0.153,-0.221,0.008,-0.39399999999999996,0.012,"$601,164"
Brendan Steele,88.0,60.29,2016,302.2,68.72,29.8,54.76,70.855,791,,2.0,-0.257,0.275,0.449,0.272,-0.18899999999999997,"$1,589,266"
Graham DeLaet,70.0,60.11,2016,297.9,68.35,29.74,52.39,71.074,487,,3.0,-0.21100000000000002,0.07200000000000001,0.268,0.601,-0.586,"$908,557"
Derek Ernst,59.0,60.1,2016,294.6,66.18,29.65,60.52,72.075,159,,,-0.556,-0.6829999999999999,0.152,-0.29100000000000004,0.012,"$190,736"
John Senden,88.0,60.07,2016,289.7,68.86,29.48,59.13,70.717,577,,1.0,0.32899999999999996,0.51,0.23199999999999998,0.198,-0.25,"$989,841"
Sam Saunders,69.0,59.78,2016,291.8,64.36,29.18,56.59,71.42699999999999,324,,2.0,0.06,-0.23199999999999998,-0.191,-0.105,0.003,"$510,079"
Cameron Tringale,81.0,59.57,2016,285.1,65.66,29.13,57.14,71.256,539,,1.0,0.057,-0.024,-0.44299999999999995,0.257,0.10400000000000001,"$1,064,066"
D.A. Points,55.0,59.47,2016,282.3,65.36,29.18,57.86,71.655,167,,,-0.596,-0.406,-0.49200000000000005,0.64,0.040999999999999995,"$305,250"
Scott Piercy,87.0,59.41,2016,297.9,67.33,29.48,57.29,70.855,"1,077",,3.0,-0.28600000000000003,0.192,0.44799999999999995,0.039,-0.009000000000000001,"$2,905,349"
Sung Kang,89.0,59.36,2016,292.4,65.26,29.06,59.74,70.85600000000001,473,,2.0,0.18600000000000003,0.004,-0.009000000000000001,-0.121,-0.053,"$979,576"
Willy Wilcox,67.0,59.34,2016,292.9,63.42,28.74,58.18,71.055,399,,2.0,-0.027000000000000003,-0.08900000000000001,0.04,0.159,-0.261,"$676,841"
J.J. Henry,68.0,59.33,2016,287.3,67.51,30.45,53.11,72.01899999999999,162,,,-0.237,-0.711,-0.14400000000000002,-0.226,-0.10400000000000001,"$280,674"
Harold Varner III,92.0,59.33,2016,302.0,66.24,29.73,56.53,71.045,643,,4.0,-0.377,0.10099999999999999,0.529,0.021,-0.07200000000000001,"$1,327,320"
Jeff Overton,69.0,59.25,2016,285.0,63.85,29.05,63.59,71.46600000000001,289,,1.0,-0.41600000000000004,-0.49200000000000005,-0.054000000000000006,-0.157,0.134,"$410,246"
Greg Owen,85.0,59.22,2016,297.7,69.75,30.33,51.7,71.67699999999999,319,,1.0,-0.9470000000000001,-0.415,0.28,0.532,-0.28,"$484,955"
Cameron Smith,73.0,59.21,2016,286.3,62.72,29.22,55.29,71.759,304,,,-0.057,-0.763,-0.35700000000000004,-0.28600000000000003,-0.062,"$477,843"
Brendon de Jonge,83.0,59.19,2016,287.5,65.64,29.25,56.49,71.60300000000001,304,,,0.156,-0.332,-0.23,-0.196,-0.063,"$415,583"
Freddie Jacobson,86.0,59.03,2016,280.3,64.86,28.48,60.29,70.809,714,,3.0,0.478,0.047,-0.349,-0.129,0.046,"$1,354,196"
Martin Piller,59.0,58.97,2016,286.6,64.33,28.84,58.47,71.813,278,,2.0,0.562,-0.4,-0.253,-0.478,-0.231,"$570,740"
Sean O'Hair,89.0,58.84,2016,302.2,67.17,29.02,57.79,70.67699999999999,536,,1.0,0.20800000000000002,0.371,0.325,-0.187,0.024,"$1,702,713"
Rickie Fowler,80.0,58.69,2016,301.6,69.26,29.16,62.21,70.118,"1,131",,7.0,0.153,1.3780000000000001,0.529,0.308,0.387,"$2,713,563"
Brandt Snedeker,93.0,58.69,2016,292.6,65.67,28.66,62.73,70.203,"1,717",1.0,7.0,0.34299999999999997,0.86,0.032,0.17600000000000002,0.31,"$3,960,142"
Daniel Summerhays,99.0,58.65,2016,288.0,63.02,28.54,57.21,70.771,963,,2.0,0.5920000000000001,0.23600000000000002,-0.126,-0.257,0.027000000000000003,"$2,045,968"
Michael Kim,100.0,58.64,2016,284.3,62.96,28.54,61.25,71.203,500,,,0.27699999999999997,-0.08900000000000001,-0.151,-0.105,-0.11,"$664,539"
Brooks Koepka,75.0,58.6,2016,302.6,66.98,28.81,55.53,69.956,"1,348",,7.0,0.445,1.092,0.542,0.139,-0.033,"$3,322,393"
Steve Marino,72.0,58.46,2016,292.0,66.01,29.37,56.97,71.467,429,,2.0,0.045,-0.45799999999999996,0.11199999999999999,-0.34299999999999997,-0.272,"$768,200"
Jason Kokrak,89.0,58.41,2016,307.4,68.66,29.64,58.37,70.57,721,,2.0,-0.27,0.56,0.603,0.426,-0.19899999999999998,"$1,934,250"
Stewart Cink,61.0,58.4,2016,296.9,70.4,30.18,53.54,70.846,331,,,-0.39799999999999996,0.062,-0.049,0.49200000000000005,0.017,"$437,855"
Shawn Stefani,91.0,58.4,2016,292.1,66.48,29.59,60.57,71.28699999999999,459,,1.0,-0.336,-0.14400000000000002,0.003,0.073,0.11599999999999999,"$698,102"
Hiroshi Iwata,85.0,58.34,2016,288.8,59.5,28.34,59.34,71.693,339,,1.0,0.154,-0.621,-0.127,-0.606,-0.042,"$634,862"
Jordan Spieth,80.0,58.14,2016,295.4,63.52,27.82,63.93,69.52,"1,965",2.0,6.0,0.758,1.569,0.402,0.145,0.264,"$5,538,470"
Ángel Cabrera,62.0,58.06,2016,294.6,63.08,29.66,55.1,72.175,187,,,-0.35200000000000004,-1.061,0.085,-0.254,-0.54,"$277,118"
Brendon Todd,66.0,58.02,2016,280.1,54.23,27.86,61.46,72.72800000000001,60,,,0.462,-1.5930000000000002,-1.043,-1.4240000000000002,0.41200000000000003,"$75,772"
Tyler Aldridge,83.0,57.95,2016,285.2,65.54,29.43,57.96,71.41199999999999,384,,,-0.129,-0.24,-0.115,-0.031,0.036000000000000004,"$517,738"
Justin Rose,65.0,57.9,2016,303.9,67.92,29.58,58.1,70.148,829,,5.0,-0.19699999999999998,1.128,0.6779999999999999,0.409,0.237,"$2,085,365"
Ryan Palmer,86.0,57.88,2016,304.7,67.83,28.92,57.63,70.229,731,,2.0,-0.094,0.774,0.625,0.23399999999999999,0.009000000000000001,"$1,794,141"
Morgan Hoffmann,71.0,57.8,2016,294.4,63.27,28.94,58.24,71.372,424,,1.0,0.20800000000000002,-0.11599999999999999,-0.07,-0.192,-0.062,"$717,890"
Jonas Blixt,79.0,57.79,2016,290.3,60.96,27.99,61.05,71.19,572,,2.0,0.52,-0.10099999999999999,-0.287,-0.361,0.026000000000000002,"$1,115,322"
Patrick Rodgers,89.0,57.74,2016,300.5,69.22,29.75,58.17,70.833,739,,3.0,-0.193,0.311,0.35600000000000004,-0.009000000000000001,0.157,"$1,290,336"
Matt Jones,83.0,57.55,2016,294.8,63.96,29.11,56.26,71.223,445,,,-0.306,-0.376,0.013000000000000001,-0.272,0.188,"$712,723"
Robert Streb,87.0,57.48,2016,294.7,66.2,29.9,55.77,71.223,590,,1.0,-0.43200000000000005,0.122,0.062,0.27899999999999997,0.213,"$1,003,363"
Chad Collins,73.0,57.41,2016,279.3,62.4,28.81,60.53,71.532,402,,1.0,-0.004,-0.452,-0.629,-0.226,0.40700000000000003,"$734,548"
Jamie Lovemark,91.0,57.32,2016,304.8,65.32,28.9,61.44,70.896,904,,5.0,0.142,0.46299999999999997,0.532,-0.49700000000000005,0.28600000000000003,"$1,940,890"
Bronson Burgoon,83.0,57.3,2016,293.1,66.24,29.3,58.33,71.132,428,,,0.015,-0.20199999999999999,0.073,0.127,-0.41700000000000004,"$557,020"
Nick Taylor,83.0,57.21,2016,296.2,65.82,29.0,59.26,71.281,441,,1.0,-0.154,-0.068,0.149,0.06,-0.12300000000000001,"$628,756"
Dustin Johnson,87.0,57.17,2016,313.6,67.82,28.49,59.58,69.172,"2,701",2.0,12.0,0.32799999999999996,1.993,1.117,0.47700000000000004,0.07,"$9,365,185"
Hunter Mahan,61.0,57.13,2016,294.8,62.75,29.16,55.26,72.105,174,,,0.29100000000000004,-0.773,0.034,-0.787,-0.311,"$230,694"
Scott Stallings,74.0,56.95,2016,295.5,66.11,29.11,58.08,70.96600000000001,443,,1.0,-0.29100000000000004,0.158,0.225,0.201,0.023,"$697,434"
Dawie van der Walt,72.0,56.89,2016,290.2,66.75,29.49,52.03,71.376,239,,,-0.061,-0.27399999999999997,-0.013000000000000001,0.21,-0.41,"$301,697"
Charl Schwartzel,73.0,56.86,2016,296.7,68.73,29.34,59.64,70.00399999999999,"1,127",1.0,3.0,-0.13699999999999998,1.043,0.304,0.652,0.22399999999999998,"$2,936,027"
Vijay Singh,72.0,56.73,2016,289.8,62.73,29.01,56.52,71.057,586,,2.0,-0.09300000000000001,0.128,0.023,-0.01,0.209,"$1,210,104"
Luke Donald,81.0,56.69,2016,282.9,64.61,28.95,64.15,70.918,849,,2.0,0.14800000000000002,0.37799999999999995,-0.665,0.465,0.429,"$1,634,515"
Gary Woodland,95.0,56.69,2016,306.1,68.74,29.26,60.16,70.234,907,,2.0,-0.13,0.968,0.547,0.46299999999999997,0.08800000000000001,"$2,392,044"
Daniel Berger,92.0,56.68,2016,298.4,67.67,29.08,56.95,70.339,"1,254",1.0,5.0,0.175,0.893,0.32899999999999996,0.49,-0.1,"$3,290,764"
Chesson Hadley,81.0,56.58,2016,296.5,65.26,29.25,54.05,71.541,293,,,-0.165,-0.213,-0.038,0.133,-0.142,"$503,993"
Jhonattan Vegas,97.0,56.57,2016,304.4,69.71,29.68,58.97,70.903,"1,119",1.0,5.0,0.098,0.604,0.478,0.15,-0.12300000000000001,"$2,478,980"
Retief Goosen,55.0,56.4,2016,288.8,62.73,28.44,60.16,70.581,380,,,0.462,0.613,-0.385,0.08,0.457,"$745,735"
Anirban Lahiri,72.0,56.31,2016,291.7,62.88,28.88,56.4,71.139,494,,1.0,-0.02,0.068,0.025,0.14300000000000002,-0.08,"$835,171"
Patrick Reed,105.0,55.96,2016,297.4,64.65,28.4,63.97,70.17,"1,575",,9.0,0.28,1.026,0.183,0.158,0.406,"$5,679,575"
Tom Hoge,81.0,55.81,2016,289.5,62.48,28.83,58.46,71.444,349,,2.0,-0.069,-0.32299999999999995,-0.315,0.23600000000000002,-0.175,"$561,559"
Adam Scott,79.0,55.55,2016,304.6,70.76,29.5,59.5,69.47,"2,063",2.0,5.0,-0.168,1.8940000000000001,0.522,1.4909999999999999,0.049,"$6,473,090"
Luke Guthrie,57.0,55.53,2016,289.3,63.13,28.29,60.55,71.416,234,,1.0,0.40399999999999997,-0.444,-0.8190000000000001,-0.075,0.046,"$427,442"
Aaron Baddeley,93.0,55.42,2016,291.7,63.11,28.06,64.3,70.888,874,1.0,5.0,0.581,0.23399999999999999,-0.363,-0.382,0.39799999999999996,"$1,644,915"
Rob Oppenheim,67.0,55.28,2016,281.2,63.58,29.14,59.56,71.435,300,,1.0,-0.046,-0.322,-0.716,0.285,0.156,"$462,427"
Patton Kizzire,93.0,55.23,2016,291.3,64.48,28.88,56.24,70.921,760,,5.0,0.46,0.382,-0.34299999999999997,0.37,-0.105,"$1,468,624"
Branden Grace,63.0,55.14,2016,295.6,66.76,29.28,59.05,70.204,"1,187",1.0,6.0,-0.105,0.855,0.326,0.603,0.032,"$2,878,868"
Martin Laird,82.0,55.14,2016,298.5,67.66,29.31,58.37,70.867,605,,3.0,0.157,0.297,-0.213,0.297,0.057,"$1,224,680"
Bubba Watson,72.0,55.11,2016,310.6,69.16,29.78,52.74,70.333,"1,235",1.0,3.0,-0.36700000000000005,0.992,0.983,0.39299999999999996,-0.017,"$3,492,842"
Robert Allenby,51.0,55.06,2016,282.2,63.73,30.41,50.75,73.117,9,,,-0.491,-1.95,-0.631,-0.46,-0.368,"$25,271"
Harris English,97.0,55.01,2016,299.2,64.83,28.88,60.1,70.46300000000001,"1,032",,3.0,0.5920000000000001,0.574,-0.344,0.2,0.127,"$2,014,283"
Phil Mickelson,75.0,54.82,2016,294.8,66.05,28.21,64.32,69.582,"1,532",,6.0,0.565,1.364,-0.145,0.726,0.218,"$4,022,628"
Charley Hoffman,91.0,54.8,2016,298.2,64.58,29.17,57.75,70.658,"1,087",1.0,1.0,-0.036000000000000004,0.562,0.496,0.188,-0.085,"$2,350,239"
Andres Gonzales,80.0,54.55,2016,294.7,66.17,29.5,55.79,71.681,307,,1.0,0.008,-0.462,-0.222,-0.11199999999999999,-0.135,"$579,667"
Ricky Barnes,97.0,54.27,2016,287.6,65.77,28.52,59.86,70.78399999999999,718,,4.0,0.386,0.295,-0.518,0.19899999999999998,0.22699999999999998,"$1,158,800"
Justin Thomas,99.0,53.94,2016,301.3,65.63,29.28,55.56,70.571,"1,512",1.0,5.0,-0.185,0.32,0.028999999999999998,0.494,-0.017,"$4,126,366"
Robert Garrigus,69.0,53.91,2016,303.3,69.32,29.57,53.48,70.848,558,,3.0,-0.213,0.632,0.401,0.685,-0.242,"$1,024,900"
Erik Compton,65.0,53.64,2016,284.7,58.64,28.3,56.93,71.884,236,,,-0.019,-0.698,-0.354,-0.39299999999999996,0.067,"$247,903"
Ernie Els,66.0,52.93,2016,292.8,61.2,28.82,54.66,71.37100000000001,273,,1.0,0.405,-0.024,0.065,-0.48,-0.013999999999999999,"$559,024"
Smylie Kaufman,91.0,52.91,2016,299.0,66.29,29.18,54.87,71.015,"1,181",1.0,4.0,0.134,0.322,0.08199999999999999,0.065,0.040999999999999995,"$2,508,174"
